가맹점명,도로명주소,지번주소,위도,경도,데이터기준일자
욘주라면,"부산 기장군 정관읍 정관로 501-11, 106호 (용수리,에이스프라자)",,35.32576967,129.1712559,2024-09-30
앙주,"부산 연제구 해맞이로 23 107동 104호 (거제동,거제유림아시아드)",,35.17684277,129.066312,2024-09-30
그남자,부산 동래구 안남로 75 1층 (안락동),,35.19398927,129.1002909,2024-09-30
칠칠켄터키,"부산 서구 송도해변로 131 (암남동,1층)",,35.07795187,129.0211833,2024-09-30
일월일일 원동점,부산 해운대구 선수촌로 65-7 1층 일부호(반여동),,35.1995578,129.1181999,2024-09-30
주식회사 헤이든(Hayden),부산 기장군 일광면 문오성길 22 ,,35.28238506,129.2566898,2024-09-30
고품격수제갈비,"부산 연제구 쌍미천로155번길 35-1, 1층 (연산동)",,35.18641847,129.0852344,2024-09-30
설빙,"부산 수영구 광남로48번길 14 ,1층 (남천동)",,35.14631045,129.1126085,2024-09-30
기프트짐(2호점),부산 금정구 금강로 427 2층 (구서동),,35.24565411,129.0885953,2024-09-30
삼굽살,부산 영도구 태종로99번길 6 1층 (대교동2가),,35.09165586,129.0420382,2024-09-30
강가네손만두,"부산 동구 조방로 14 ,판매 2-121호 (범일동,동일타워)",,35.13873,129.0634548,2024-09-30
예쁜구제,"부산 금정구 범어천로52번길 34-1 ,102호 (남산동, 성진빌라)",,35.27084093,129.0913287,2024-09-30
영커피 명지더샵법원접,"부산 강서구 명지국제2로 41 판매시설동 153호 (명지동, 더샵명지퍼스트월드3단지)",,35.09466534,128.9066612,2024-09-30
금산상회,부산 부산진구 중앙대로783번길 23 (부전동),,35.16330534,129.06102,2024-09-30
녹산화물터미널주유소,부산 강서구 녹산산업북로 119 (송정동),,35.09838049,128.8376694,2024-09-30
누온(nooon),부산 사하구 승학로71번길 3 (당리동),,35.10479015,128.975965,2024-09-30
한일축산,부산 사하구 신평동 414-2 2층,,35.09725242,128.9638324,2024-09-30
(주)큰사람유통24장수촌순대돼지국밥,부산 사상구 사상로 267 1층(덕포동),,35.16873216,128.9819768,2024-09-30
스마일치과의원,부산 사상구 낙동대로 782 (엄궁동),,35.13040564,128.9717944,2024-09-30
에스지푸드앤펀주식회사,부산 동구 중앙대로 297 2층 10층 (초량동),,35.12322656,129.0437133,2024-09-30
동서활어,"부산 강서구 명지국제5로 89, 206동 101호 (명지동,명지국제신도시호반베르디움2차)",,35.10162195,128.9201089,2024-09-30
카페밸리,부산 중구 중앙대로 지하 17 B-33호 (중앙동6가),,35.09882794,129.0360972,2024-09-30
송인제정신과의원,부산 중구 남포동5가 38-2,,35.09805583,129.0283331,2024-09-30
신발백화점,부산 남구 천제등로 29 (대연동),,35.13320655,129.0885648,2024-09-30
부산극장 주차장,부산 중구 비프광장로 30 (남포동5가),,35.09857765,129.0284493,2024-09-30
재성밀면,부산 중구 흑교로31번길 11-1 1층 (부평동3가),,35.10227554,129.023944,2024-09-30
남원수산,부산 동래구 충렬대로249번길 48-3 1층 (수안동),,35.20355696,129.0868904,2024-09-30
사공일,부산 북구 덕천2길 11-1 2층 (덕천동),,35.20916184,129.0058465,2024-09-30
열쇠박사,부산 동래구 안락로 131-1 (안락동),,35.19913326,129.1114515,2024-09-30
한양족발,부산 사하구 장림번영로 14 (장림동),,35.08136196,128.9670446,2024-09-30
곱창이야기 구평점,부산 사하구 서포로30번길 8 5층 404호 (구평동),,35.08278023,128.9856704,2024-09-30
감지더팟(GAM JI THE POT),부산 영도구 중리북로 29 1층 (동삼동),,35.07140352,129.0676559,2024-09-30
라마들렌과자점,부산 동래구 명안로86번길 29 (명장동),,35.20405066,129.1060056,2024-09-30
동서활어,"부산 사하구 다대낙조2길 12 ,105동 1204호 (다대동,몰운대그린비치아파트)",,35.05189704,128.9667514,2024-09-30
닥터영어교습소,"부산 해운대구 센텀동로 99 219호 (재송동,벽산이센텀클래스원)",,35.17615907,129.1258491,2024-09-30
커먼프라자,부산 사하구 다송로 13-1 1층 (다대동),,35.06621917,128.9814912,2024-09-30
세연정 가야점,부산 부산진구 가야대로 554 (가야동),,35.15353564,129.0327304,2024-09-30
WAX,부산 기장군 기장읍 대라리 128-3,,35.24102448,129.214092,2024-09-30
주(JOO)헤어,부산 부산진구 중앙대로 701-8 2층 (부전동),,35.15545726,129.0586131,2024-09-30
달빛하늘,"부산 북구 덕천2길 55 ,2층 (덕천동)",,35.20973694,129.0082259,2024-09-30
주식회사 세연정,부산 동래구 충렬대로 149 세연정 (온천동),,35.20517834,129.0769402,2024-09-30
닭꼬치 광,부산 연제구 금련로 10-1 102호 (연산동),,35.17285271,129.0962183,2024-09-30
스시림,"부산 해운대구 대천로 134, 1층 (좌동)",,35.17404456,129.1766037,2024-09-30
주식회사 미즈웰산후조리원,부산 북구 금곡대로 280-7 (화명동),,35.23334898,129.0141322,2024-09-30
지에스더프레시사하구평점,부산 사하구 서포로30번길 7 (구평동),,35.08250492,128.9862702,2024-09-30
삼육호(115),부산 수영구 민락동 113-15,,35.15475981,129.1287916,2024-09-30
염민석 스시,"부산 동래구 사직북로5번길 10 (사직동, 대영캐슬)",,35.19650083,129.060299,2024-09-30
영돈까스,부산 연제구 연동로7번길 7 (연산동),,35.18830552,129.0938898,2024-09-30
칠암거북,부산 기장군 일광읍 문오성길 543 ,,35.30005161,129.2592831,2024-09-30
이석우헤어,부산 남구 용소로 16 (대연동),,35.13589257,129.1005391,2024-09-30
쏘핫마라탕정관점,부산 기장군 정관읍 정관8로 28 네오코아 108호,,35.32228833,129.1788822,2024-09-30
앙볼리,"부산 사하구 승학로10번길 15 1층,2층(당리동)",,35.10611166,128.9708035,2024-09-30
해양각,부산 서구 구덕로124번길 59 (토성동1가),,35.09933911,129.0226239,2024-09-30
덕스어학원,"부산 동래구 아시아드대로 113 ,3층 (사직동, 효림빌딩)",,35.19467443,129.0660621,2024-09-30
백운집,부산 금정구 선동 294-2번지 9통2반,,35.26598778,129.1144531,2024-09-30
이쁘다헤어 연산점,"부산 연제구 중앙대로 1114, 2층 (연산동)",,35.18703627,129.0816742,2024-09-30
농업회사법인유한회사데팡스,부산 금정구 중앙대로 2315 .,,35.29076793,129.097555,2024-09-30
라파엘라,부산 중구 중구로39번길 9 (부평동1가),,35.10124582,129.0273861,2024-09-30
주식회사 듀플릿,부산 해운대구 우동1로20번길 37 1층 (우동),,35.16461184,129.1583673,2024-09-30
이쁘다헤어 장산점,"부산 해운대구 세실로 48, 208호 (좌동,해운대삼정코아주상복합)",,35.16968098,129.1785496,2024-09-30
백년손님,부산 수영구 광안해변로312번길 60 민락어민활어직판장 1층 (민락동),,35.15421863,129.1278622,2024-09-30
곽요양병원,부산 사하구 낙동남로 1361 (하단동),,35.10651664,128.9607167,2024-09-30
연산골장수촌이십사,부산 금정구 중앙대로 1688 1층 (부곡동),,35.23490512,129.0920989,2024-09-30
궁전노래연습장,부산 연제구 고분로 234 (연산동),,35.18433129,129.1076594,2024-09-30
동양모자,부산 동구 진시장로20번길 26 (범일동),,35.13607391,129.0579667,2024-09-30
대건명가,"부산 해운대구 송정1로7번길 29 ,1층 (송정동)",,35.1809514,129.1984085,2024-09-30
감성피티,부산 부산진구 엄광로 67 2층 3층 4층 (가야동),,35.14805266,129.0234753,2024-09-30
효성한의원,부산 남구 용호로 153 1층 (용호동),,35.1184901,129.1119992,2024-09-30
네네치킨&봉구스밥버거 수영민락점,부산 수영구 무학로 57 1층 (민락동),,35.16120326,129.1202205,2024-09-30
원카츠 대신점,"부산 서구 대영로38번길 11 110동 108호(서대신동1가, 대신푸르지오)",,35.10739824,129.0161323,2024-09-30
뜰농원,부산 해운대구 반여동 473-1,,35.21642427,129.1248239,2024-09-30
부산화분,부산 해운대구 반송로 524 (석대동),,35.2169188,129.1210743,2024-09-30
천내과의원,부산 남구 홍곡로 4 (감만동),,35.11594359,129.081665,2024-09-30
정원식당,부산 기장군 철마면 철마로 482 (장전리),,35.27443072,129.1494009,2024-09-30
귀뚜라미보일러,부산 영도구 태종로 303 (청학동),,35.0976893,129.0593454,2024-09-30
백양탕,부산 북구 덕천로312번길 8 (만덕동),,35.20900884,129.0378154,2024-09-30
두원베스피아목욕탕,부산 중구 동영로 46 (영주동),,35.11084832,129.0334413,2024-09-30
화명일신기독병원 산후조리원,부산 북구 금곡대로 83 (덕천동),,35.21740829,129.0049158,2024-09-30
화명튼튼정형외과의원,부산 북구 금곡대로199번길 3 (화명동),,35.22656418,129.0105874,2024-09-30
다양열쇠,부산 남구 수영로266번길 57 (대연동),,35.13430822,129.0983232,2024-09-30
중앙선술,부산 부산진구 중앙대로 722-6 (부전동),,35.15701552,129.0597747,2024-09-30
처갓집양념치킨 부곡점,부산 금정구 동현로 23 1층 (부곡동),,35.22332193,129.0911526,2024-09-30
보배수산,부산 해운대구 수영강변대로 626 반여농산물도매시장상가동어패류 15호(반여동),,35.21592863,129.1209289,2024-09-30
블랑코뷰티,부산 연제구 과정로 166 1층 (연산동),,35.18619994,129.1073554,2024-09-30
아일라헤어(Ayla hair),부산 수영구 남천동로9번길 28 1층 (남천동),,35.14385049,129.1105558,2024-09-30
팔도오돌뼈,부산 연제구 연산동 630-16,,35.18654967,129.0846762,2024-09-30
블루밍,부산 연제구 아시아드대로46번길 8 (거제동),,35.18874719,129.0686857,2024-09-30
김밥일번지 시청점,"부산 연제구 시청로 12 ,1층 110호 (연산동,부산더샵시티애비뉴2차상가)",,35.18135211,129.0762191,2024-09-30
여우미의원,"부산 부산진구 서면로 64 ,2층 (부전동, 청석빌딩)",,35.15646259,129.0580663,2024-09-30
참진 피부샵,부산 부산진구 서면문화로 6-1 3층 (부전동),,35.15841801,129.0581356,2024-09-30
부산청과중도매인72번,부산 사상구 농산물시장로 17 (엄궁동),,35.12881109,128.966048,2024-09-30
010시리얼,"부산 기장군 기장읍 차성동로 112, 1층 2호 (동부리,글맥학원)",,35.24779136,129.2170168,2024-09-30
더(The)사라,"부산 금정구 금샘로 490, 3층 302호 (남산동)",,35.26657373,129.084732,2024-09-30
신흥상회,"부산 부산진구 부전로174번길 13, 1층 (부전동)",,35.16271597,129.0603866,2024-09-30
라라샵,부산 연제구 과정로344번길 29 1층 (연산동),,35.19142545,129.0917685,2024-09-30
파리바게뜨(장림본동점),부산 사하구 다대로277번길 4 (장림동),,35.07740112,128.9776011,2024-09-30
자댕,"부산 해운대구 해운대로 663 B동 115호 (우동, 해운대비스타동원)",,35.16571417,129.1618516,2024-09-30
걸(GULL),부산 남구 용소로13번길 31 (대연동),,35.13702152,129.1022771,2024-09-30
제일타이어,부산 사상구 가야대로 176 (학장동),,35.14929946,128.991741,2024-09-30
무궁화실,부산 부산진구 서전로46번길 30 302호 무궁화실 (전포동),,35.15641326,129.0647169,2024-09-30
(주)센킴스롤링파스타,"부산 사하구 낙동남로1423번길 3, 2층 (하단동,태영빌딩)",,35.10668169,128.9671575,2024-09-30
명물횟집,부산 수영구 수영로476번길 8 (남천동),,35.14824519,129.1109997,2024-09-30
(주)제이엠에프지점(PAT마코스포츠),부산 연제구 중앙대로 1114 (연산동),,35.18703627,129.0816742,2024-09-30
동행,"부산 기장군 기장읍 차성로 461 ,108동 201호 (이진캐스빌블루1차아파트)",,35.25713794,129.21886,2024-09-30
더도이종가집돼지국밥,"부산 동래구 아시아드대로 114, 1층 (사직동)",,35.19464042,129.0668523,2024-09-30
멕시카나치킨 전포점,부산 부산진구 동성로 51 1층 (전포동),,35.15510238,129.068223,2024-09-30
신마트,"부산 남구 분포로 111, 1001동 108호 (용호동,LG메트로)",,35.12692281,129.1095247,2024-09-30
신마트,부산 남구 용호동 176-30번지 엘지메트로 1001동 108호,,35.12692281,129.1095247,2024-09-30
맥스(max)체대입시학원,"부산광역시 북구 화명신도시로 117 ,6층603호.604호(화명동.메트로프라자)",,35.23466847,129.0104903,2024-09-30
히어로스포츠,"부산 사상구 냉정로 120 110,111호 (주례동, 경동윈츠빌)",,35.14933747,129.0132629,2024-09-30
고여사네 닭도리탕&김치찌개,부산 동래구 안락로 40 (안락동),,35.20008199,129.1013505,2024-09-30
로떼pc까페,부산 중구 비프광장로 17 6층 (부평동1가),,35.09875134,129.0271025,2024-09-30
ATT HAIR,"부산 남구 수영로 324 ,2층 205호 (대연동)",,35.13756007,129.1015382,2024-09-30
누리마을감자탕,"부산 사하구 낙동대로 477 1층,2층(하단동)",,35.10724794,128.9673617,2024-09-30
교촌치킨 초읍대공원점,"부산 부산진구 새싹로 274-1 ,1층 (초읍동)",,35.18057694,129.0474661,2024-09-30
구포활어,"부산 사하구 다대동로 30, 내 (다대동,다대활어재래시장)",,35.05623593,128.9719987,2024-09-30
고봉민김밥인,"부산 수영구 광일로 12 , 1층 (광안동)",,35.16221725,129.1129022,2024-09-30
박준뷰티랩,부산 연제구 중앙천로 93 1동 2층 201호 (연산동),,35.18150311,129.0784938,2024-09-30
아이돌 동전노래연습장,부산 북구 덕천1길 38 지하1층 (덕천동),,35.20993162,129.0075803,2024-09-30
좌동 문화원부지 공영주차장,부산 해운대구 좌동 1458-4번지,,35.17017595,129.1749233,2024-09-30
메타PC 해운대중동점,부산 해운대구 좌동순환로 506 영풍리젠시 204호 (중동),,35.16617072,129.1687296,2024-09-30
우정갈비,부산 금정구 금샘로 353 (구서동),,35.2547494,129.0845413,2024-09-30
델리스,"부산 사하구 낙동대로 388 B동 1층 103호 (당리동,경성리치W아파트)",,35.1034205,128.9759048,2024-09-30
금화원,부산 수영구 수영로610번길 10 2층 (광안동),,35.16006861,129.1142449,2024-09-30
신세계숙녀복,부산 사하구 다대로140번길 74 (신평동),,35.09146507,128.9762447,2024-09-30
최소아과의원,부산 북구 구포동 1216-14 20/1,,35.20045804,129.0054095,2024-09-30
김채규내과의원,부산 연제구 연산9동 480-5 미소메디칼센터2층,,35.18423416,129.1074385,2024-09-30
지혜담수학교습소,"부산 해운대구 해운대해변로 83 ,상가,201호 (우동,경남마리나아파트)",,35.16164561,129.1423218,2024-09-30
씨유(CU) 괘법뉴페이스점,부산 사상구 사상로170번길 24 1층 (괘법동),,35.16126204,128.9872104,2024-09-30
풍년식당,부산 사하구 감천1동 133번지,,35.08455006,129.0061215,2024-09-30
뚱삼이와대삼이 수영점,부산 수영구 수영로 732 1층 (광안동),,35.16810713,129.1193274,2024-09-30
도기공안과,부산 영도구 태종로 102 (대교동2가),,35.09115179,129.041955,2024-09-30
오모차랜드,"부산 부산진구 중앙대로680번길 45-5, 2층 (부전동)",,35.1537363,129.0616199,2024-09-30
유부부화명점,"부산 북구 금곡대로 175, 207동 106호 (화명동,화명2차동원로얄듀크비스타)",,35.22489686,129.0094792,2024-09-30
부산정형외과,부산 사상구 사상로 325 (덕포동),,35.17371258,128.9836176,2024-09-30
박수안 헤어,부산 해운대구 해운대로 539-1 (우동),,35.16026541,129.1509955,2024-09-30
7080돼지국밥,"부산 해운대구 해운대로61번길 75 ,1층 (반여동)",,35.19528548,129.1269149,2024-09-30
김채규내과의원,부산 연제구 연산동 480-5번지 외3필지 2층 B면,,35.18423416,129.1074385,2024-09-30
신치과의원,부산 부산진구 개금3동 445-10번지 L/G 신개금상가 B-110호,,35.15626678,129.017849,2024-09-30
카페 마치,부산 사하구 다송로84번길 64 1층 (다대동),,35.05963234,128.981182,2024-09-30
옥수관,부산 금정구 금강로380번길 38 1층 (구서동),,35.24338865,129.0879277,2024-09-30
선경상회,부산 부산진구 초읍동 271-4,,35.17721665,129.0472473,2024-09-30
꿈씨앗연구소 부산,"부산 부산진구 서전로 25 1301호 (전포동,이오스프라자)",,35.15796437,129.0625859,2024-09-30
더리본 주식회사,"부산 부산진구 자유평화로 11 ,13층 (범천동,누리엔)",,35.14174242,129.0612006,2024-09-30
여수상회,부산 수영구 민락동 씨랜드1층활어센타5호,,35.16005383,129.1236402,2024-09-30
갤러리안과의원,부산 동래구 사직북로 6 (사직동),,35.1965219,129.0609801,2024-09-30
(주)이대명과 해운대점,부산 해운대구 중동1로 15 (우동),,35.16367295,129.1613395,2024-09-30
닭스 푸드,부산 해운대구 좌동순환로433번길 30-5 B동 104-1호 (중동),,35.16441227,129.1817994,2024-09-30
아름전기조명,부산 중구 중구로 28 (신창동4가),,35.10023059,129.0280533,2024-09-30
대복상회,부산 강서구 낙동북로 19 (강동동),,35.22006327,128.9323093,2024-09-30
뚱이네돼지국밥,"부산 사하구 옥천로 12-2 ,1층(감천동)",,35.08870104,129.0055804,2024-09-30
다인한의원,부산 서구 서대신동3가 271-2,,35.1138955,129.0142056,2024-09-30
보림건업,"부산 북구 구포동 1118-5,6",,35.19895174,128.9913347,2024-09-30
반여식품,부산 해운대구 수영강변대로 626 도매시장내 상가동 135호(반여동),,35.21592863,129.1209289,2024-09-30
유선집,부산 동래구 온천1동 195,,35.21834492,129.0792562,2024-09-30
채은헤어,"부산 동래구 사직북로19번길 10 ,2층 (사직동)",,35.19760367,129.05994,2024-09-30
풍국면부산국제금융센터점(BIFC점),부산 남구 문현금융로 40 부산국제금융센터 A동 2층 201호 BIFC몰 (문현동),,35.14648787,129.0658605,2024-09-30
미술공방,"부산 중구 중구로29번길 17-1 ,1층 (부평동1가)",,35.10036654,129.0269034,2024-09-30
유성상회,부산 중구 남포동1가 71,,35.09665945,129.0356419,2024-09-30
한솔식품,부산 해운대구 반여1동 557번지 반여농산물관련상가 122호,,35.21503912,129.1225642,2024-09-30
가구거리공영주차장,부산 동구 중앙대로 471-10 (범일동),,35.13619595,129.0553458,2024-09-30
"잇올카페,잇올스파르타서면학원,잇올관리형","부산 부산진구 전포대로199번길 27 ,2층 (전포동)",,35.15427785,129.0635915,2024-09-30
세븐일레븐 부산광안오션점,부산 수영구 광안해변로 175 1층 101호 (광안동),,35.15021334,129.115559,2024-09-30
낚시명가,부산 강서구 가덕해안로 748 우측절반 8동 1층 (천성동),,35.03061265,128.8123183,2024-09-30
밀론부티크 사직점,"부산 동래구 사직북로 5 ,3층 (사직동, 신원빌딩)",,35.19630838,129.0606589,2024-09-30
트로브(TROVE),부산 해운대구 우동1로38번가길 19 1층 일부호 (우동),,35.1648537,129.1585244,2024-09-30
갈매기브루잉(주),부산 수영구 광남로 58 1층 (남천동),,35.14752647,129.1127019,2024-09-30
감나무집,부산광역시 북구 구만덕로 65 (만덕동),,35.21536784,129.0446514,2024-09-30
유진골프사직점,부산 동래구 쇠미로129번길 140 (온천동),,35.20718467,129.0569347,2024-09-30
코인뮤직노래연습장,부산 북구 학사로17번나길 19 (화명동),,35.22340371,129.0080216,2024-09-30
민우네해물,"부산 남구 용호로106번길 48 용호1동 골목시장A-1,A-2 (용호동)",,35.12421001,129.1104643,2024-09-30
김보석내과,"부산 수영구 수영로 394,701동801호(남천동)",,35.14140804,129.1075707,2024-09-30
위닛(WENEED)사직점,부산 동래구 사직북로 12 2층 (사직동),,35.19694665,129.0608539,2024-09-30
크라운스트라이크,부산 금정구 장전로12번길 55 라퓨타아일랜드지하 (장전동),,35.23010066,129.0881126,2024-09-30
올인노래연습장,부산 기장군 기장읍 차성로338번길 6 (동부리),,35.24755839,129.2141895,2024-09-30
릴라이,부산 중구 광복로 32-2 2층 (창선동2가),,35.09919816,129.0286217,2024-09-30
다잡아횟집,부산 사상구 가야대로282번길 46 1층 (주례동),,35.1490575,129.0014177,2024-09-30
커피디셈버,"부산 수영구 연수로315번길 24 상가동 106,106-1,106-2호 (망미동)",,35.17345448,129.105371,2024-09-30
한국광택,"부산 금정구 금강로 352 1층 (장전동, 서우빌딩)",,35.23932657,129.086577,2024-09-30
나르샤 헤어샵,"부산 부산진구 엄광로 250, 1층 (가야동)",,35.15274783,129.0384165,2024-09-30
현대반점,부산 남구 유엔로27번길 22 상가 2층 207호 (우암동),,35.12896006,129.07961,2024-09-30
마미보쌈,부산 북구 낙동북로772번길 6 지하층(구포동),,35.19841382,129.0051757,2024-09-30
욜로PC방 부산명지점,"부산 강서구 명지국제2로28번길 3 406,407호(명지동)",,35.09407199,128.9076527,2024-09-30
서면삼계탕오리,"부산 부산진구 새싹로8번길 40, 1층 (부전동)",,35.15985218,129.060086,2024-09-30
이마트24 부산초장점,부산 서구 초장로 8 (초장동),,35.09334896,129.0189189,2024-09-30
엘로 (elo),"부산 중구 광복로49번길 31-1, 1층 (신창동1가)",,35.10205108,129.0302151,2024-09-30
정도너츠,부산 기장군 일광면 일광로 207 1층,,35.28091903,129.2476865,2024-09-30
다이안노래연습장,"부산 북구 금곡대로 441 (금곡동,삼화빌딩)",,35.24771154,129.0126411,2024-09-30
족발통,"부산 기장군 정관읍 정관덕산길 32-1, 1층 (방곡리)",,35.32247007,129.1833389,2024-09-30
델루나 레스토랑,"부산 수영구 민락수변로 29 604-605호 (민락동, 민락동바다마루)",,35.15318465,129.1246761,2024-09-30
글래드휘트니스센텀점,"부산 해운대구 센텀3로 32 트럼프월드센텀2,301호.302호 (우동)",,35.16651257,129.1337511,2024-09-30
돈&파스타,부산 연제구 중앙대로1039번길 13 1층(연산동),,35.18180306,129.0772022,2024-09-30
글래드휘트니스 해운대점,"부산 해운대구 해운대로 663 B동 201호-208호 (우동,해운대비스타동원)",,35.16571417,129.1618516,2024-09-30
S모텔,"부산 동래구 온천장로107번길 38-19 (온천동,140-45)",,35.22149942,129.0823187,2024-09-30
연산주니어FC,부산 연제구 과정로 302 지하1층 (연산동),,35.18897542,129.0945685,2024-09-30
글래드 휘트니스 시청점,"부산 연제구 중앙대로1043번길 34 시청역SKVIEW 근린생활시설 303호,304호,305호,306호,307호,308호,309호 (연산동)",,35.18231482,129.0764185,2024-09-30
맛나감자탕(기장점),부산 기장군 기장읍 차성로322번길 43 2층,,35.24612297,129.2153108,2024-09-30
동진상회,부산 중구 자갈치해안로 52 1층 10호 (남포동4가),,35.09663058,129.0305745,2024-09-30
춘당,부산 기장군 일광면 장곡길 144 1층,,35.30515477,129.2487186,2024-09-30
장수돼지국밥,부산 금정구 금사로 72 (금사동),,35.21921125,129.1109896,2024-09-30
국민아구찜,부산 사상구 백양대로762번길 22 1층 (덕포동),,35.17467235,128.9897221,2024-09-30
소야 돼지야,부산 동구 망양로672번길 45 1층 수정동 (수정동),,35.12467314,129.0400673,2024-09-30
동아건재,"부산 동구 고관로 55, 2/5 (수정동)",,35.12420176,129.0435173,2024-09-30
엘(L)플러스소영마트,부산 해운대구 달맞이길 22 (중동),,35.16191233,129.1672636,2024-09-30
꽃바테 화명동꽃집,"부산 북구 와석장터로 6 ,2층 전체 (화명동)",,35.23476814,129.0147322,2024-09-30
꽃바테 화명,부산 북구 와석장터로 6 1동전체 (화명동),,35.23476814,129.0147322,2024-09-30
민헤어,부산 금정구 수림로72번길 90 (구서동),,35.24365741,129.0861074,2024-09-30
C&C에스테틱,부산 사하구 낙동대로 212 (괴정동),,35.10052703,128.9936279,2024-09-30
단비음악학원,"부산광역시 사하구 하신중앙로 2 ,119동 상가 401호,402호 (장림동,동원로얄듀크)",,35.07731348,128.9637949,2024-09-30
삼진식품(주),부산 영도구 태종로99번길 36 (봉래동2가),,35.09295653,129.0427786,2024-09-30
아돼삼쪽갈비,부산 연제구 고분로235번길 15 1층 (연산동),,35.18523216,129.1077156,2024-09-30
라무진 부산사직점,부산 동래구 사직로 22 (사직동),,35.19638515,129.0632075,2024-09-30
대우헤어아카데미학원,부산 부산진구 중앙대로 757 4층 (부전동),,35.16009944,129.0606709,2024-09-30
앤앤코 주식회사,부산 해운대구 해운대로 802 141호 (좌동),,35.1691585,129.176665,2024-09-30
목화뷔페식당,부산 강서구 체육공원로6번길 165 (대저1동),,35.20927601,128.982092,2024-09-30
더리본 주식회사,"부산 부산진구 자유평화로 11 ,13층 (범천동,누리엔)",,35.14174242,129.0612006,2024-09-30
서부산농업협동조합하구언지소,부산 사하구 하신중앙로 300-1 (하단동),,35.10372673,128.9635577,2024-09-30
박은선산부인과,"부산 사하구 낙동대로 211-1, 3층 (괴정동)",,35.10006691,128.9936771,2024-09-30
시티패션,부산 영도구 동삼로 69-1 (동삼동),,35.07965636,129.070154,2024-09-30
이비가짬뽕 해운대점,"부산 해운대구 좌동로 96 1층 A동 101호 102 (좌동, 블루스퀘어)",,35.17227849,129.1756122,2024-09-30
나래청과,부산 동래구 명륜로98번가길 18 1층 (명륜동),,35.20331555,129.0836584,2024-09-30
더리본 주식회사,"부산 부산진구 자유평화로 11 ,13층 (범천동,누리엔)",,35.14174242,129.0612006,2024-09-30
태창호,부산 수영구 민락수변로 92 민락어민활어직판장 31호(민락동),,35.15442469,129.1308942,2024-09-30
김준배치과의원,부산 북구 만덕대로 10-1 (덕천동),,35.21011302,129.0063634,2024-09-30
더리본(주),"부산광역시 부산진구 자유평화로 11 13층 (범천동,누리엔)",,35.14174242,129.0612006,2024-09-30
히스피,"부산 동구 초량로14번길 4-1, 1-2층 (초량동)",,35.11902599,129.0405769,2024-09-30
한솔대구탕,"부산 부산진구 연수로 21 ,1층 (양정동)",,35.17396687,129.0734979,2024-09-30
(주)이대명과,부산 금정구 금사로 144 (금사동),,35.22455388,129.1151818,2024-09-30
술고래명륜점,부산 동래구 동래로79번길 19 (명륜동),,35.20917754,129.0813093,2024-09-30
장 정형외과의원,"부산광역시 해운대구 재반로 237 ,3,4호(반여동)",,35.19838375,129.1310428,2024-09-30
아이파크PC방,부산 금정구 중앙대로1719번길 23 부곡동,,35.23764708,129.0909052,2024-09-30
아서원,부산 금정구 무학송로 127-1 (부곡동),,35.24257062,129.0936741,2024-09-30
해산한의원,부산 북구 금곡대로 230 금용레포츠 201호(화명동),,35.22876206,129.0129216,2024-09-30
술고래,부산 동래구 명륜로139번길 13-5 (명륜동),,35.20608499,129.0814,2024-09-30
더리본 주식회사,"부산 부산진구 자유평화로 11 13층(범천동, 누리엔)",,35.14174242,129.0612006,2024-09-30
진미용실,부산 연제구 연산동 1041,,35.18732616,129.0975219,2024-09-30
한국체육관,부산 해운대구 좌동순환로468번길 47 (중동),,35.16284416,129.1734347,2024-09-30
홍대개미 남포점,"부산 중구 비프광장로 30-1 ,2층 (남포동5가)",,35.09869436,129.0285057,2024-09-30
주)형제타일,부산 연제구 과정로 256 (연산8동),,35.18797655,129.0993533,2024-09-30
청춘식육식당,부산 해운대구 구남로 19 지상 1층 (우동),,35.16233117,129.1602667,2024-09-30
마망,부산 중구 광복중앙로 34 (대청동2가),,35.10238592,129.0311187,2024-09-30
충무동양곡판매점,"부산 서구 충무시장길 48, 102호 (충무동3가)",,35.09435924,129.02311,2024-09-30
협동조합매일매일즐거워,부산 연제구 월드컵대로 221-9 (거제동),,35.18853447,129.0723502,2024-09-30
추억의 찐빵,부산 중구 구덕로 85 (남포동6가),,35.0971065,129.0265444,2024-09-30
덕림한의원,부산 북구 만덕대로 52 3층 (덕천동),,35.21115121,129.0104949,2024-09-30
드리고,부산 동래구 명장로 124 (명장동),,35.20057267,129.1117567,2024-09-30
(주)럭키팩토리,"부산 해운대구 마린시티3로 51 1층 111호 (우동,더샵해운대아델리스)",,35.15404105,129.1458042,2024-09-30
민들레구제,부산 동래구 여고로113번길 59-3 (사직동),,35.20095753,129.0741609,2024-09-30
유라헤어,"부산 영도구 해안산책길 20 ,204호 상가 (영선동4가,반도보라아파트)",,35.0830723,129.0401962,2024-09-30
공무원스쿨,"부산 부산진구 동천로 70, 4층 (전포동,서면쌍용플래티넘)",,35.15497054,129.0627225,2024-09-30
백손한상,부산 수영구 수영로 658-4 1층 (광안동),,35.16425528,129.1147631,2024-09-30
효성볼트,"부산 사상구 괘감로 37 (괘법동,산업용품유통상가 6동 131-231호)",,35.15975775,128.9804309,2024-09-30
꼼빠니아부산서동점,부산 금정구 서동로 150 (서동),,35.21483419,129.1027143,2024-09-30
블루샥(용호사거리점),"부산 남구 용호로 146, 1층 (용호동)",,35.11930327,129.1117909,2024-09-30
