연번,신고일시,신고위치 지번주소,위도,경도,위반구분,과태료부과여부,데이터기준일자
8390,2024-07-20 05:01,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,보도(인도)위,Y,2025-12-01
8391,2024-07-20 10:50,부산광역시 사하구 괴정동 412-61,35.09907755 ,128.99772561 ,횡단보도,Y,2025-12-01
8392,2024-07-20 21:25,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,교차로,Y,2025-12-01
8393,2024-07-20 16:55,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8394,2024-07-20 16:17,부산광역시 사하구 감천동 655-4,35.09158214 ,128.99808107 ,교차로,Y,2025-12-01
8395,2024-07-20 00:53,부산광역시 사하구 구평동 503,35.07997219 ,128.98539450 ,버스정류장 주변,Y,2025-12-01
8396,2024-07-20 15:05,부산광역시 사하구 괴정동 962-9,35.09885725 ,128.99367833 ,횡단보도,Y,2025-12-01
8397,2024-07-20 14:20,부산광역시 사하구 장림동 270-2,35.07739359 ,128.97860011 ,교차로,Y,2025-12-01
8398,2024-07-20 14:31,부산광역시 사하구 하단동 606,35.10350787 ,128.96248445 ,교차로,Y,2025-12-01
8399,2024-07-20 22:52,부산광역시 사하구 하단동 1218,35.10189690 ,128.97104263 ,보도(인도)위,Y,2025-12-01
8400,2024-07-20 14:22,부산광역시 사하구 신평동 665,35.09383821 ,128.96031301 ,횡단보도,Y,2025-12-01
8401,2024-07-20 13:01,부산광역시 사하구 하단동 610-8,35.10250427 ,128.96638451 ,소방시설 주변,Y,2025-12-01
8402,2024-07-20 14:14,부산광역시 사하구 다대동 1586,35.05902148 ,128.98024635 ,교차로,Y,2025-12-01
8403,2024-07-20 16:55,부산광역시 사하구 괴정동 328-9,35.10358316 ,129.00252119 ,보도(인도)위,Y,2025-12-01
8404,2024-07-20 06:31,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
8405,2024-07-20 18:00,부산광역시 사하구 당리동 435-1,35.10163817 ,128.98120629 ,교차로,Y,2025-12-01
8406,2024-07-20 12:18,부산광역시 사하구 다대동 1548-15,35.05067578 ,128.96527501 ,교차로,Y,2025-12-01
8407,2024-07-20 19:30,부산광역시 사하구 장림동 328-25,35.08136230 ,128.96772862 ,버스정류장 주변,Y,2025-12-01
8408,2024-07-20 22:31,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
8409,2024-07-20 16:31,부산광역시 사하구 하단동 870-6,35.10295308 ,128.96802120 ,교차로,Y,2025-12-01
8410,2024-07-20 12:51,부산광역시 사하구 신평동 637,35.09757808 ,128.95838244 ,횡단보도,Y,2025-12-01
8411,2024-07-20 13:28,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,횡단보도,Y,2025-12-01
8412,2024-07-20 15:35,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8413,2024-07-20 23:04,부산광역시 사하구 당리동 422-1,35.10184511 ,128.97935174 ,교차로,Y,2025-12-01
8414,2024-07-20 16:44,부산광역시 사하구 장림동 814,35.08043114 ,128.96495929 ,보도(인도)위,Y,2025-12-01
8415,2024-07-20 23:14,부산광역시 사하구 당리동 543-7,35.10210919 ,128.98150039 ,교차로,Y,2025-12-01
8416,2024-07-20 07:47,부산광역시 사하구 다대동 1-20,35.05821357 ,128.98859467 ,보도(인도)위,Y,2025-12-01
8417,2024-07-20 21:28,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,교차로,Y,2025-12-01
8418,2024-07-20 22:06,부산광역시 사하구 괴정동 842-1,35.09767552 ,128.99109709 ,교차로,Y,2025-12-01
8419,2024-07-20 02:07,부산광역시 사하구 하단동 614-13,35.10414704 ,128.96598445 ,교차로,Y,2025-12-01
8420,2024-07-20 11:04,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
8421,2024-07-20 17:32,부산광역시 사하구 구평동 504-4,35.08270299 ,128.98559674 ,횡단보도,Y,2025-12-01
8422,2024-07-20 19:37,부산광역시 사하구 괴정동 1286,35.10665369 ,128.99918427 ,버스정류장 주변,Y,2025-12-01
8423,2024-07-20 11:36,부산광역시 사하구 괴정동 342-3,35.10442374 ,129.00375042 ,보도(인도)위,Y,2025-12-01
8424,2024-07-20 01:22,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,보도(인도)위,Y,2025-12-01
8425,2024-07-20 12:56,부산광역시 사하구 장림동 778-3,35.08255008 ,128.96704992 ,횡단보도,Y,2025-12-01
8426,2024-07-20 23:09,부산광역시 사하구 당리동 438-1,35.10199350 ,128.98058908 ,교차로,Y,2025-12-01
8427,2024-07-20 06:33,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
8428,2024-07-20 18:37,부산광역시 사하구 괴정동 994-1,35.10108858 ,128.99248392 ,횡단보도,Y,2025-12-01
8429,2024-07-20 23:11,부산광역시 사하구 당리동 356,35.10397626 ,128.98233251 ,교차로,Y,2025-12-01
8430,2024-07-20 13:46,부산광역시 사하구 하단동 526-17,35.10657836 ,128.96684472 ,보도(인도)위,Y,2025-12-01
8431,2024-07-20 18:12,부산광역시 사하구 괴정동 1102-3,35.10096501 ,128.98080807 ,교차로,Y,2025-12-01
8432,2024-07-20 11:20,부산광역시 사하구 다대동 1548-15,35.05067578 ,128.96527501 ,교차로,Y,2025-12-01
8433,2024-07-20 13:25,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8434,2024-07-20 20:38,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,보도(인도)위,Y,2025-12-01
8435,2024-07-20 12:28,부산광역시 사하구 하단동 532,35.10806733 ,128.96803079 ,소방시설 주변,Y,2025-12-01
8436,2024-07-20 18:43,부산광역시 사하구 다대동 1577-24,35.06128392 ,128.98209398 ,횡단보도,Y,2025-12-01
8437,2024-07-20 14:44,부산광역시 사하구 당리동 303-14,35.10575212 ,128.96936629 ,교차로,Y,2025-12-01
8438,2024-07-20 23:06,부산광역시 사하구 당리동 322,35.10354630 ,128.97595956 ,교차로,Y,2025-12-01
8439,2024-07-20 15:52,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8440,2024-07-21 12:15,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
8441,2024-07-21 13:29,부산광역시 사하구 괴정동 934-3,35.09973480 ,128.99190434 ,보도(인도)위,Y,2025-12-01
8442,2024-07-21 17:00,부산광역시 사하구 다대동 850-17,35.05735963 ,128.97255905 ,횡단보도,Y,2025-12-01
8443,2024-07-21 10:17,부산광역시 사하구 당리동 427-2,35.10185815 ,128.97972281 ,교차로,Y,2025-12-01
8444,2024-07-21 12:17,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8445,2024-07-21 16:20,부산광역시 사하구 다대동 1552-7,35.04867956 ,128.96596896 ,보도(인도)위,Y,2025-12-01
8446,2024-07-21 12:17,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8447,2024-07-21 12:09,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8448,2024-07-21 11:04,부산광역시 사하구 당리동 435-1,35.10163817 ,128.98120629 ,교차로,Y,2025-12-01
8449,2024-07-21 17:29,부산광역시 사하구 당리동 322,35.10354630 ,128.97595956 ,교차로,Y,2025-12-01
8450,2024-07-21 01:36,부산광역시 사하구 괴정동 663,35.09540961 ,128.98855933 ,소방시설 주변,Y,2025-12-01
8451,2024-07-21 16:44,부산광역시 사하구 다대동 1552-13,35.04825385 ,128.96649057 ,교차로,Y,2025-12-01
8452,2024-07-21 06:17,부산광역시 사하구 감천동 19-36,35.09106666 ,129.00711406 ,교차로,Y,2025-12-01
8453,2024-07-21 17:23,부산광역시 사하구 괴정동 1238-444,35.10172669 ,128.98134255 ,교차로,Y,2025-12-01
8454,2024-07-21 02:03,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,횡단보도,Y,2025-12-01
8455,2024-07-19 16:20,부산광역시 사하구 다대동 1543,35.05125477 ,128.95901039 ,교차로,Y,2025-12-01
8456,2024-07-19 11:44,부산광역시 사하구 다대동 798,35.05574986 ,128.97140990 ,보도(인도)위,Y,2025-12-01
8457,2024-07-19 11:54,부산광역시 사하구 다대동 680-3,35.05507973 ,128.97169813 ,보도(인도)위,Y,2025-12-01
8458,2024-07-19 11:52,부산광역시 사하구 다대동 680-3,35.05507973 ,128.97169813 ,횡단보도,Y,2025-12-01
8459,2024-07-19 11:49,부산광역시 사하구 다대동 680-30,35.05548430 ,128.97199598 ,보도(인도)위,Y,2025-12-01
8460,2024-07-19 23:35,부산광역시 사하구 당리동 356,35.10397626 ,128.98233251 ,보도(인도)위,Y,2025-12-01
8461,2024-06-13 15:54,부산광역시 사하구 다대동 769,35.05591868 ,128.97084855 ,보도(인도)위,Y,2025-12-01
8462,2024-07-21 17:35,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,교차로,Y,2025-12-01
8463,2024-07-21 13:24,부산광역시 사하구 괴정동 934-3,35.09973480 ,128.99190434 ,보도(인도)위,Y,2025-12-01
8464,2024-07-21 11:36,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
8465,2024-07-21 13:40,부산광역시 사하구 다대동 1548-10,35.05011503 ,128.96280570 ,보도(인도)위,Y,2025-12-01
8466,2024-07-21 11:28,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,버스정류장 주변,Y,2025-12-01
8467,2024-07-21 10:45,부산광역시 사하구 다대동 620-5,35.05227030 ,128.97124164 ,보도(인도)위,Y,2025-12-01
8468,2024-07-21 16:43,부산광역시 사하구 다대동 1552-10,35.04843588 ,128.96678052 ,교차로,Y,2025-12-01
8469,2024-07-21 12:17,부산광역시 사하구 당리동 305-2,35.10572588 ,128.97017661 ,소방시설 주변,Y,2025-12-01
8470,2024-07-21 12:14,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,횡단보도,Y,2025-12-01
8471,2024-07-21 17:23,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,횡단보도,Y,2025-12-01
8472,2024-07-21 15:07,부산광역시 사하구 다대동 1551-25,35.04982435 ,128.96987273 ,소방시설 주변,Y,2025-12-01
8473,2024-07-21 17:30,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,교차로,Y,2025-12-01
8474,2024-07-21 13:49,부산광역시 사하구 신평동 589-1,35.09885314 ,128.95837906 ,교차로,Y,2025-12-01
8475,2024-07-21 14:56,부산광역시 사하구 다대동 1552-10,35.04843588 ,128.96678052 ,교차로,Y,2025-12-01
8476,2024-07-21 17:26,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,횡단보도,Y,2025-12-01
8477,2024-07-21 13:22,부산광역시 사하구 괴정동 934-3,35.09973480 ,128.99190434 ,보도(인도)위,Y,2025-12-01
8478,2024-07-21 17:28,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,보도(인도)위,Y,2025-12-01
8479,2024-07-21 17:31,부산광역시 사하구 당리동 422-19,35.10192456 ,128.97937033 ,교차로,Y,2025-12-01
8480,2024-07-21 00:14,부산광역시 사하구 하단동 870-24,35.10755145 ,128.95987039 ,교차로,Y,2025-12-01
8481,2024-07-21 01:57,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,교차로,Y,2025-12-01
8482,2024-07-19 23:14,부산광역시 사하구 장림동 601-2,35.07734092 ,128.97285190 ,보도(인도)위,Y,2025-12-01
8483,2024-07-19 11:50,부산광역시 사하구 다대동 798-1,35.05414250 ,128.97245151 ,보도(인도)위,Y,2025-12-01
8484,2024-07-19 11:55,부산광역시 사하구 다대동 680-3,35.05507973 ,128.97169813 ,보도(인도)위,Y,2025-12-01
8485,2024-07-19 11:59,부산광역시 사하구 다대동 798-6,35.05561691 ,128.97202076 ,횡단보도,Y,2025-12-01
8486,2024-07-19 11:46,부산광역시 사하구 다대동 820-14,35.05637340 ,128.97155915 ,교차로,Y,2025-12-01
8487,2024-06-15 13:23,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
8488,2024-06-16 15:00,부산광역시 사하구 괴정동 393-3,35.09970604 ,128.99961569 ,횡단보도,Y,2025-12-01
8489,2024-07-20 14:49,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,교차로,Y,2025-12-01
8490,2024-07-20 14:49,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,교차로,Y,2025-12-01
8491,2024-07-20 14:48,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,교차로,Y,2025-12-01
8492,2024-06-25 21:52,부산광역시 사하구 당리동 323,35.10280328 ,128.97598110 ,버스정류장 주변,Y,2025-12-01
8493,2024-07-20 14:49,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,교차로,Y,2025-12-01
8494,2024-06-25 17:35,부산광역시 사하구 하단동 483,35.11055691 ,128.96245971 ,보도(인도)위,Y,2025-12-01
8495,2024-05-01 22:20,부산광역시 사하구 괴정동 577-24,35.09984477 ,128.98387573 ,보도(인도)위,Y,2025-12-01
8496,2024-07-16 14:48,부산광역시 사하구 괴정동 663,35.09540961 ,128.98855933 ,보도(인도)위,Y,2025-12-01
8497,2024-07-22 02:02,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
8498,2024-07-22 22:31,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
8499,2024-07-22 02:12,부산광역시 사하구 하단동 870-24,35.10755145 ,128.95987039 ,교차로,Y,2025-12-01
8500,2024-07-22 10:37,부산광역시 사하구 장림동 186-1,35.08201263 ,128.97740170 ,보도(인도)위,Y,2025-12-01
8501,2024-07-22 11:45,부산광역시 사하구 하단동 532,35.10806733 ,128.96803079 ,소방시설 주변,Y,2025-12-01
8502,2024-07-22 21:21,부산광역시 사하구 하단동 606,35.10350787 ,128.96248445 ,소방시설 주변,Y,2025-12-01
8503,2024-07-22 16:07,부산광역시 사하구 장림동 228-2,35.07865701 ,128.97752044 ,보도(인도)위,Y,2025-12-01
8504,2024-07-22 10:40,부산광역시 사하구 장림동 180-5,35.08201331 ,128.97716108 ,보도(인도)위,Y,2025-12-01
8505,2024-07-22 10:58,부산광역시 사하구 괴정동 412-61,35.09907755 ,128.99772561 ,횡단보도,Y,2025-12-01
8506,2024-07-22 03:23,부산광역시 사하구 구평동 503,35.07997219 ,128.98539450 ,버스정류장 주변,Y,2025-12-01
8507,2024-07-22 16:03,부산광역시 사하구 장림동 274-13,35.07762134 ,128.97801396 ,버스정류장 주변,Y,2025-12-01
8508,2024-07-22 21:49,부산광역시 사하구 당리동 315,35.10516062 ,128.97397210 ,보도(인도)위,Y,2025-12-01
8509,2024-07-22 13:07,부산광역시 사하구 하단동 493-1,35.11166242 ,128.96590509 ,교차로,Y,2025-12-01
8510,2024-07-22 16:01,부산광역시 사하구 장림동 274-4,35.07759310 ,128.97823681 ,횡단보도,Y,2025-12-01
8511,2024-07-22 08:07,부산광역시 사하구 감천동 803-42,35.08815372 ,128.99602744 ,교차로,Y,2025-12-01
8512,2024-07-22 19:24,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,횡단보도,Y,2025-12-01
8513,2024-07-22 16:04,부산광역시 사하구 장림동 274-13,35.07762134 ,128.97801396 ,버스정류장 주변,Y,2025-12-01
8514,2024-07-22 13:39,부산광역시 사하구 괴정동 354-111,35.10159470 ,129.00329046 ,횡단보도,Y,2025-12-01
8515,2024-07-22 08:00,부산광역시 사하구 신평동 7-13,35.09404878 ,128.97498133 ,횡단보도,Y,2025-12-01
8516,2024-07-22 19:48,부산광역시 사하구 괴정동 1279,35.10498007 ,129.00005532 ,횡단보도,Y,2025-12-01
8517,2024-07-22 18:34,부산광역시 사하구 장림동 1064,35.08364681 ,128.97816056 ,보도(인도)위,Y,2025-12-01
8518,2024-07-22 22:21,부산광역시 사하구 하단동 504-2,35.11032835 ,128.96400714 ,교차로,Y,2025-12-01
8519,2024-07-22 02:15,부산광역시 사하구 하단동 870-73,35.10753988 ,128.96007847 ,교차로,Y,2025-12-01
8520,2024-07-22 16:37,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8521,2024-07-22 09:58,부산광역시 사하구 감천동 77-2,35.08595149 ,129.00611633 ,횡단보도,Y,2025-12-01
8522,2024-07-22 19:40,부산광역시 사하구 괴정동 264-8,35.10183512 ,128.99721984 ,보도(인도)위,Y,2025-12-01
8523,2024-07-22 17:55,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
8524,2024-07-22 01:26,부산광역시 사하구 하단동 872-2,35.11371284 ,128.96581343 ,교차로,Y,2025-12-01
8525,2024-07-22 15:00,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,교차로,Y,2025-12-01
8526,2024-07-22 10:33,부산광역시 사하구 다대동 1595,35.06036231 ,128.98402052 ,횡단보도,Y,2025-12-01
8527,2024-07-22 13:28,부산광역시 사하구 괴정동 661-2,35.09851446 ,128.98533290 ,소방시설 주변,Y,2025-12-01
8528,2024-07-22 20:17,부산광역시 사하구 괴정동 964-13,35.09937530 ,128.99348918 ,횡단보도,Y,2025-12-01
8529,2024-07-22 21:25,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,교차로,Y,2025-12-01
8530,2024-07-22 19:50,부산광역시 사하구 괴정동 1279,35.10498007 ,129.00005532 ,버스정류장 주변,Y,2025-12-01
8531,2024-07-21 21:31,부산광역시 사하구 구평동 503,35.07997219 ,128.98539450 ,횡단보도,Y,2025-12-01
8532,2024-07-21 09:09,부산광역시 사하구 다대동 468-28,35.04574126 ,128.96890481 ,보도(인도)위,Y,2025-12-01
8533,2024-07-21 19:32,부산광역시 사하구 괴정동 764-50,35.10036882 ,128.98508016 ,횡단보도,Y,2025-12-01
8534,2024-07-21 18:24,부산광역시 사하구 괴정동 323-1,35.10297504 ,129.00080277 ,교차로,Y,2025-12-01
8535,2024-07-21 09:09,부산광역시 사하구 다대동 468-6,35.04650195 ,128.96911111 ,보도(인도)위,Y,2025-12-01
8536,2024-07-21 20:14,부산광역시 사하구 당리동 543-20,35.10167134 ,128.98128309 ,교차로,Y,2025-12-01
8537,2024-07-21 21:23,부산광역시 사하구 다대동 1548-31,35.04921671 ,128.96418143 ,교차로,Y,2025-12-01
8538,2024-07-21 21:07,부산광역시 사하구 괴정동 1238-461,35.09766278 ,128.99089645 ,교차로,Y,2025-12-01
8539,2024-07-21 09:23,부산광역시 사하구 다대동 1543,35.05125477 ,128.95901039 ,버스정류장 주변,Y,2025-12-01
8540,2024-07-21 09:28,부산광역시 사하구 다대동 1543,35.05125477 ,128.95901039 ,버스정류장 주변,Y,2025-12-01
8541,2024-06-22 18:40,부산광역시 사하구 괴정동 661-2,35.09851446 ,128.98533290 ,보도(인도)위,Y,2025-12-01
8542,2024-07-22 07:58,부산광역시 사하구 신평동 9-19,35.09450175 ,128.97615177 ,보도(인도)위,Y,2025-12-01
8543,2024-07-22 14:41,부산광역시 사하구 하단동 78-2,35.10336976 ,128.97073464 ,버스정류장 주변,Y,2025-12-01
8544,2024-07-22 20:15,부산광역시 사하구 괴정동 964-13,35.09937530 ,128.99348918 ,횡단보도,Y,2025-12-01
8545,2024-07-21 18:24,부산광역시 사하구 괴정동 323-1,35.10297504 ,129.00080277 ,교차로,Y,2025-12-01
8546,2024-07-21 19:42,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,교차로,Y,2025-12-01
8547,2024-07-21 09:21,부산광역시 사하구 다대동 1543,35.05125477 ,128.95901039 ,버스정류장 주변,Y,2025-12-01
8548,2024-07-21 09:09,부산광역시 사하구 다대동 468-6,35.04650195 ,128.96911111 ,보도(인도)위,Y,2025-12-01
8549,2024-07-21 09:09,부산광역시 사하구 다대동 468-6,35.04650195 ,128.96911111 ,보도(인도)위,Y,2025-12-01
8550,2024-07-21 09:39,부산광역시 사하구 다대동 1525,35.06987861 ,128.95355109 ,보도(인도)위,Y,2025-12-01
8551,2024-07-21 09:41,부산광역시 사하구 다대동 1525,35.06987861 ,128.95355109 ,보도(인도)위,Y,2025-12-01
8552,2024-07-21 21:39,부산광역시 사하구 괴정동 466-1,35.09718491 ,128.99493893 ,소방시설 주변,Y,2025-12-01
8553,2024-07-21 20:15,부산광역시 사하구 당리동 543-20,35.10167134 ,128.98128309 ,교차로,Y,2025-12-01
8554,2024-06-24 21:32,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,횡단보도,Y,2025-12-01
8555,2024-06-25 17:48,부산광역시 사하구 다대동 1552-9,35.04856746 ,128.96634117 ,보도(인도)위,Y,2025-12-01
8556,2024-06-25 17:49,부산광역시 사하구 다대동 1552-4,35.04845729 ,128.96626565 ,교차로,Y,2025-12-01
8557,2024-06-15 22:01,부산광역시 사하구 하단동 532,35.10806733 ,128.96803079 ,소방시설 주변,Y,2025-12-01
8558,2024-07-20 21:33,부산광역시 사하구 당리동 545-1,35.10590594 ,128.97486617 ,보도(인도)위,Y,2025-12-01
8559,2024-07-20 21:33,부산광역시 사하구 당리동 544-1,35.10742017 ,128.97628876 ,횡단보도,Y,2025-12-01
8560,2024-07-20 18:07,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
8561,2024-07-23 21:14,부산광역시 사하구 구평동 503,35.07997219 ,128.98539450 ,횡단보도,Y,2025-12-01
8562,2024-07-23 21:31,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,횡단보도,Y,2025-12-01
8563,2024-07-23 18:28,부산광역시 사하구 다대동 850-15,35.05708696 ,128.97256235 ,횡단보도,Y,2025-12-01
8564,2024-07-23 14:51,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
8565,2024-07-23 06:57,부산광역시 사하구 장림동 1143,35.08137531 ,128.95974316 ,횡단보도,Y,2025-12-01
8566,2024-07-23 08:36,부산광역시 사하구 신평동 263,35.09197846 ,128.97307973 ,보도(인도)위,Y,2025-12-01
8567,2024-07-23 08:20,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
8568,2024-07-23 14:01,부산광역시 사하구 하단동 526-11,35.10657855 ,128.96703883 ,교차로,Y,2025-12-01
8569,2024-07-23 04:02,부산광역시 사하구 하단동 870-24,35.10755145 ,128.95987039 ,교차로,Y,2025-12-01
8570,2024-07-23 19:14,부산광역시 사하구 다대동 820-1,35.05619159 ,128.97202702 ,횡단보도,Y,2025-12-01
8571,2024-07-23 12:26,부산광역시 사하구 다대동 1595,35.06036231 ,128.98402052 ,횡단보도,Y,2025-12-01
8572,2024-07-23 04:00,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
8573,2024-07-23 20:24,부산광역시 사하구 당리동 53-5,35.10755293 ,128.97703933 ,보도(인도)위,Y,2025-12-01
8574,2024-07-23 19:09,부산광역시 사하구 당리동 323,35.10280328 ,128.97598110 ,보도(인도)위,Y,2025-12-01
8575,2024-07-23 23:38,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
8576,2024-07-23 20:51,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,횡단보도,Y,2025-12-01
8577,2024-07-23 23:12,부산광역시 사하구 괴정동 260-673,35.10097033 ,128.99378320 ,횡단보도,Y,2025-12-01
8578,2024-07-23 19:26,부산광역시 사하구 장림동 349-14,35.08003252 ,128.96942562 ,교차로,Y,2025-12-01
8579,2024-07-23 12:14,부산광역시 사하구 감천동 866,35.09230956 ,128.99328184 ,보도(인도)위,Y,2025-12-01
8580,2024-07-23 18:36,부산광역시 사하구 다대동 1638,35.05980733 ,128.96537354 ,횡단보도,Y,2025-12-01
8581,2024-07-23 20:28,부산광역시부산광역시 사하구 당리동 544-1사하구부산광역시 사하구 다대동 1638,35.10742017 ,128.97628876 ,보도(인도)위,Y,2025-12-01
8582,2024-07-23 22:33,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
8583,2024-07-23 20:01,부산광역시 사하구 장림동 347-7,35.07814788 ,128.97286113 ,보도(인도)위,Y,2025-12-01
8584,2024-07-23 11:02,부산광역시 사하구 구평동 422,35.06912848 ,128.99103311 ,교차로,Y,2025-12-01
8585,2024-07-23 11:25,부산광역시 사하구 하단동 515,35.10764749 ,128.96387974 ,교차로,Y,2025-12-01
8586,2024-07-23 12:00,부산광역시 사하구 감천동 387-38,35.08218416 ,129.00611242 ,버스정류장 주변,Y,2025-12-01
8587,2024-07-23 20:37,부산광역시 사하구 괴정동 935-2,35.10002147 ,128.99181603 ,보도(인도)위,Y,2025-12-01
8588,2024-07-23 19:16,부산광역시 사하구 하단동 504-18,35.11024258 ,128.96400014 ,교차로,Y,2025-12-01
8589,2024-07-23 01:16,부산광역시 사하구 하단동 503-27,35.10878973 ,128.96041887 ,교차로,Y,2025-12-01
8590,2024-07-23 20:58,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,교차로,Y,2025-12-01
8591,2024-07-23 08:46,부산광역시 사하구 장림동 566-14,35.07057734 ,128.97105480 ,교차로,Y,2025-12-01
8592,2024-07-23 18:43,부산광역시 사하구 다대동 1638,35.05980733 ,128.96537354 ,교차로,Y,2025-12-01
8593,2024-07-23 09:11,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,교차로,Y,2025-12-01
8594,2024-07-23 19:30,부산광역시 사하구 괴정동 764-125,35.10053528 ,128.98511249 ,횡단보도,Y,2025-12-01
8595,2024-07-23 06:59,부산광역시 사하구 장림동 1108-24,35.08096380 ,128.96373753 ,횡단보도,Y,2025-12-01
8596,2024-07-23 10:19,부산광역시 사하구 하단동 812-1,35.11314545 ,128.96495236 ,보도(인도)위,Y,2025-12-01
8597,2024-07-23 17:00,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,교차로,Y,2025-12-01
8598,2024-07-23 07:01,부산광역시 사하구 장림동 1134,35.08122088 ,128.96297749 ,횡단보도,Y,2025-12-01
8599,2024-07-23 05:06,부산광역시 사하구 하단동 1176,35.10163489 ,128.95945731 ,횡단보도,Y,2025-12-01
8600,2024-07-23 16:16,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
8601,2024-07-23 12:20,부산광역시 사하구 하단동 529-1,35.10797614 ,128.96801938 ,소방시설 주변,Y,2025-12-01
8602,2024-07-23 21:01,부산광역시 사하구 괴정동 1004-5,35.10106738 ,128.99268769 ,횡단보도,Y,2025-12-01
8603,2024-07-23 18:51,부산광역시 사하구 다대동 1638,35.05980733 ,128.96537354 ,횡단보도,Y,2025-12-01
8604,2024-07-23 10:02,부산광역시 사하구 당리동 334,35.10259930 ,128.97447375 ,교차로,Y,2025-12-01
8605,2024-07-23 11:27,부산광역시 사하구 감천동 662-18,35.09113169 ,128.99645384 ,횡단보도,Y,2025-12-01
8606,2024-07-23 22:34,부산광역시 사하구 하단동 889-2,35.10756959 ,128.95960697 ,교차로,Y,2025-12-01
8607,2024-05-09 12:39,부산광역시 사하구 하단동 865-7,35.10328673 ,128.97066411 ,횡단보도,Y,2025-12-01
