연번,신고일시,신고위치 지번주소,위도,경도,위반구분,과태료부과여부,데이터기준일자
8608,2024-07-24 15:53,부산광역시 사하구 하단동 481,35.11360630 ,128.96171633 ,교차로,Y,2025-12-01
8609,2024-07-24 20:32,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,교차로,Y,2025-12-01
8610,2024-07-24 16:29,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8611,2024-07-24 20:19,부산광역시 사하구 괴정동 1238-564,35.10542300 ,128.99852003 ,횡단보도,Y,2025-12-01
8612,2024-07-24 15:46,부산광역시 사하구 구평동 504-3,35.08283752 ,128.98573540 ,보도(인도)위,Y,2025-12-01
8613,2024-07-24 18:30,부산광역시 사하구 괴정동 935-2,35.10002147 ,128.99181603 ,보도(인도)위,Y,2025-12-01
8614,2024-07-24 20:23,부산광역시 사하구 괴정동 255-58,35.10253242 ,128.99770817 ,보도(인도)위,Y,2025-12-01
8615,2024-07-24 13:28,부산광역시 사하구 다대동 681-3,35.05511131 ,128.97159094 ,보도(인도)위,Y,2025-12-01
8616,2024-07-24 07:43,부산광역시 사하구 괴정동 213-6,35.10467855 ,128.99973169 ,버스정류장 주변,Y,2025-12-01
8617,2024-07-24 16:04,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8618,2024-07-24 07:14,부산광역시 사하구 장림동 1080,35.07904458 ,128.95326436 ,보도(인도)위,Y,2025-12-01
8619,2024-07-24 08:31,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
8620,2024-07-24 16:49,부산광역시 사하구 괴정동 213-6,35.10467855 ,128.99973169 ,횡단보도,Y,2025-12-01
8621,2024-07-24 17:22,부산광역시 사하구 다대동 1548-15,35.05067578 ,128.96527501 ,교차로,Y,2025-12-01
8622,2024-07-24 18:04,부산광역시 사하구 당리동 322,35.10354630 ,128.97595956 ,교차로,Y,2025-12-01
8623,2024-07-24 08:31,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
8624,2024-07-24 12:08,부산광역시 사하구 하단동 532,35.10806733 ,128.96803079 ,소방시설 주변,Y,2025-12-01
8625,2024-07-24 17:10,부산광역시 사하구 장림동 328-25,35.08136230 ,128.96772862 ,버스정류장 주변,Y,2025-12-01
8626,2024-07-24 17:39,부산광역시 사하구 하단동 1193,35.11009118 ,128.95893915 ,횡단보도,Y,2025-12-01
8627,2024-07-24 12:01,부산광역시 사하구 다대동 1552-8,35.04862311 ,128.96615478 ,보도(인도)위,Y,2025-12-01
8628,2024-07-24 18:04,부산광역시 사하구 당리동 422-19,35.10192456 ,128.97937033 ,소방시설 주변,Y,2025-12-01
8629,2024-07-24 11:05,부산광역시 사하구 괴정동 412-61,35.09907755 ,128.99772561 ,횡단보도,Y,2025-12-01
8630,2024-07-24 14:55,부산광역시 사하구 괴정동 934-3,35.09973480 ,128.99190434 ,보도(인도)위,Y,2025-12-01
8631,2024-07-24 22:12,부산광역시 사하구 괴정동 1246-9,35.10114317 ,128.99256716 ,보도(인도)위,Y,2025-12-01
8632,2024-07-24 16:04,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8633,2024-07-24 19:20,부산광역시 사하구 괴정동 764-98,35.10064065 ,128.98524312 ,횡단보도,Y,2025-12-01
8634,2024-07-24 17:22,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8635,2024-07-24 10:11,부산광역시 사하구 장림동 328-15,35.08172999 ,128.96683947 ,횡단보도,Y,2025-12-01
8636,2024-07-24 17:00,부산광역시 사하구 구평동 505,35.08281787 ,128.98593347 ,버스정류장 주변,Y,2025-12-01
8637,2024-07-24 13:11,부산광역시 사하구 다대동 1548-37,35.04877741 ,128.96475260 ,버스정류장 주변,Y,2025-12-01
8638,2024-07-24 12:06,부산광역시 사하구 감천동 387-50,35.08323028 ,129.00656824 ,버스정류장 주변,Y,2025-12-01
8639,2024-07-24 12:24,부산광역시 사하구 괴정동 663,35.09540961 ,128.98855933 ,교차로,Y,2025-12-01
8640,2024-06-21 16:28,부산광역시 사하구 다대동 680-3,35.05507973 ,128.97169813 ,보도(인도)위,Y,2025-12-01
8641,2024-07-25 11:56,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8642,2024-07-25 20:34,부산광역시 사하구 하단동 606,35.10350787 ,128.96248445 ,보도(인도)위,Y,2025-12-01
8643,2024-07-25 19:21,부산광역시 사하구 당리동 305-10,35.10514571 ,128.97124544 ,보도(인도)위,Y,2025-12-01
8644,2024-07-25 00:48,부산광역시 사하구 하단동 870-258,35.10875561 ,128.96016034 ,교차로,Y,2025-12-01
8645,2024-07-25 17:57,부산광역시 사하구 괴정동 262-8,35.10131251 ,128.99573770 ,횡단보도,Y,2025-12-01
8646,2024-07-25 18:45,부산광역시 사하구 장림동 380,35.07444268 ,128.97698002 ,보도(인도)위,Y,2025-12-01
8647,2024-07-25 08:10,부산광역시 사하구 장림동 287-23,35.07742360 ,128.97801478 ,횡단보도,Y,2025-12-01
8648,2024-07-25 21:39,부산광역시 사하구 하단동 617-20,35.10519046 ,128.96760444 ,교차로,Y,2025-12-01
8649,2024-07-25 16:09,부산광역시 사하구 괴정동 1293,35.10711108 ,128.99838963 ,보도(인도)위,Y,2025-12-01
8650,2024-07-25 05:31,부산광역시 사하구 당리동 421-6,35.10194236 ,128.97941715 ,교차로,Y,2025-12-01
8651,2024-07-25 14:01,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8652,2024-07-25 19:50,부산광역시 사하구 하단동 532,35.10806733 ,128.96803079 ,소방시설 주변,Y,2025-12-01
8653,2024-07-25 19:14,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8654,2024-07-25 12:00,부산광역시 사하구 당리동 333,35.10078072 ,128.97673462 ,버스정류장 주변,Y,2025-12-01
8655,2024-07-25 12:17,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
8656,2024-07-25 19:13,부산광역시 사하구 다대동 87,35.06607120 ,128.98112999 ,교차로,Y,2025-12-01
8657,2024-07-25 14:05,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,보도(인도)위,Y,2025-12-01
8658,2024-07-25 12:00,부산광역시 사하구 감천동 848,35.08135358 ,129.00664385 ,버스정류장 주변,Y,2025-12-01
8659,2024-07-25 22:31,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
8660,2024-07-25 18:23,부산광역시 사하구 괴정동 380-38,35.09991066 ,129.00259264 ,횡단보도,Y,2025-12-01
8661,2024-07-25 15:54,부산광역시 사하구 괴정동 961-6,35.09839612 ,128.99427556 ,교차로,Y,2025-12-01
8662,2024-07-25 17:46,부산광역시 사하구 다대동 909-2,35.05725966 ,128.97105329 ,횡단보도,Y,2025-12-01
8663,2024-07-25 20:50,부산광역시 사하구 구평동 513,35.08028512 ,128.98868577 ,횡단보도,Y,2025-12-01
8664,2024-07-25 12:43,부산광역시 사하구 장림동 381,35.07430998 ,128.97658482 ,보도(인도)위,Y,2025-12-01
8665,2024-07-25 14:27,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8666,2024-07-25 10:54,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8667,2024-07-25 07:50,부산광역시 사하구 다대동 120-22,35.06374159 ,128.98247762 ,보도(인도)위,Y,2025-12-01
8668,2024-07-25 21:52,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
8669,2024-07-25 21:19,부산광역시 사하구 괴정동 870-18,35.09766434 ,128.99134419 ,교차로,Y,2025-12-01
8670,2024-07-25 15:21,부산광역시 사하구 다대동 961,35.05999216 ,128.97135792 ,보도(인도)위,Y,2025-12-01
8671,2024-07-25 18:17,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
8672,2024-07-25 10:28,부산광역시 사하구 다대동 1553,35.05366279 ,128.99140920 ,보도(인도)위,Y,2025-12-01
8673,2024-07-25 13:43,부산광역시 사하구 신평동 33-166,35.09141298 ,128.97796101 ,버스정류장 주변,Y,2025-12-01
8674,2024-07-25 06:50,부산광역시 사하구 신평동 431-2,35.09881556 ,128.96585498 ,보도(인도)위,Y,2025-12-01
8675,2024-07-25 19:40,부산광역시 사하구 다대동 680-2,35.05509953 ,128.97195506 ,보도(인도)위,Y,2025-12-01
8676,2024-07-25 09:54,부산광역시 사하구 괴정동 954-2,35.09751613 ,128.99400609 ,소방시설 주변,Y,2025-12-01
8677,2024-07-25 21:10,부산광역시 사하구 감천동 803-42,35.08815372 ,128.99602744 ,교차로,Y,2025-12-01
8678,2024-07-25 08:03,부산광역시 사하구 감천동 750-9,35.08871311 ,128.99842145 ,횡단보도,Y,2025-12-01
8679,2024-07-25 21:38,부산광역시 사하구 신평동 146-27,35.09316495 ,128.97546460 ,교차로,Y,2025-12-01
8680,2024-07-25 18:01,부산광역시 사하구 하단동 591,35.10533645 ,128.96109403 ,교차로,Y,2025-12-01
8681,2024-07-25 20:32,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,버스정류장 주변,Y,2025-12-01
8682,2024-07-25 15:52,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,교차로,Y,2025-12-01
8683,2024-07-25 11:56,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8684,2024-07-25 21:47,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,교차로,Y,2025-12-01
8685,2024-07-25 18:21,부산광역시 사하구 구평동 468-2,35.06450948 ,128.99062474 ,버스정류장 주변,Y,2025-12-01
8686,2024-07-25 18:19,부산광역시 사하구 구평동 468-2,35.06450948 ,128.99062474 ,버스정류장 주변,Y,2025-12-01
8687,2024-07-24 12:52,부산광역시 사하구 하단동 1162,35.11409676 ,128.95875045 ,교차로,Y,2025-12-01
8688,2024-07-24 18:46,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8689,2024-07-24 23:45,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,교차로,Y,2025-12-01
8690,2024-07-24 23:01,부산광역시 사하구 당리동 17-6,35.10954066 ,128.98005890 ,교차로,Y,2025-12-01
8691,2024-07-24 12:47,부산광역시 사하구 하단동 1162,35.11409676 ,128.95875045 ,보도(인도)위,Y,2025-12-01
8692,2024-07-25 12:19,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,소방시설 주변,Y,2025-12-01
8693,2024-07-25 18:57,부산광역시 사하구 신평동 638,35.09756452 ,128.95905428 ,교차로,Y,2025-12-01
8694,2024-07-25 12:45,부산광역시 사하구 장림동 383-2,35.07482206 ,128.97647286 ,보도(인도)위,Y,2025-12-01
8695,2024-07-25 11:24,부산광역시 사하구 괴정동 659,35.09762460 ,128.99043904 ,교차로,Y,2025-12-01
8696,2024-07-25 07:50,부산광역시 사하구 신평동 9-19,35.09450175 ,128.97615177 ,보도(인도)위,Y,2025-12-01
8697,2024-07-25 05:03,부산광역시 사하구 하단동 1171,35.10213917 ,128.95824878 ,횡단보도,Y,2025-12-01
8698,2024-07-25 13:38,부산광역시 사하구 장림동 1085-2,35.07790794 ,128.95507908 ,횡단보도,Y,2025-12-01
8699,2024-07-25 18:16,부산광역시 사하구 구평동 468-2,35.06450948 ,128.99062474 ,버스정류장 주변,Y,2025-12-01
8700,2024-07-24 22:34,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
8701,2024-07-24 12:33,부산광역시 사하구 하단동 1162,35.11409676 ,128.95875045 ,교차로,Y,2025-12-01
8702,2024-07-24 12:31,부산광역시 사하구 하단동 1162,35.11409676 ,128.95875045 ,보도(인도)위,Y,2025-12-01
8703,2024-07-26 23:38,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,횡단보도,Y,2025-12-01
8704,2024-07-26 22:27,부산광역시 사하구 당리동 305-10,35.10514571 ,128.97124544 ,교차로,Y,2025-12-01
8705,2024-07-26 21:08,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,횡단보도,Y,2025-12-01
8706,2024-07-26 17:49,부산광역시 사하구 다대동 850-17,35.05735963 ,128.97255905 ,횡단보도,Y,2025-12-01
8707,2024-07-26 13:57,부산광역시 사하구 당리동 308-18,35.10686705 ,128.97098566 ,횡단보도,Y,2025-12-01
8708,2024-07-26 06:19,부산광역시 사하구 신평동 431-2,35.09881556 ,128.96585498 ,보도(인도)위,Y,2025-12-01
8709,2024-07-26 14:22,부산광역시 사하구 괴정동 934-3,35.09973480 ,128.99190434 ,보도(인도)위,Y,2025-12-01
8710,2024-07-26 11:24,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8711,2024-07-26 09:07,부산광역시 사하구 괴정동 663,35.09540961 ,128.98855933 ,횡단보도,Y,2025-12-01
8712,2024-07-26 17:05,부산광역시 사하구 괴정동 663,35.09540961 ,128.98855933 ,교차로,Y,2025-12-01
8713,2024-07-26 17:33,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8714,2024-07-26 23:45,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,교차로,Y,2025-12-01
8715,2024-07-26 18:08,부산광역시 사하구 당리동 313-19,35.10470977 ,128.97105389 ,보도(인도)위,Y,2025-12-01
8716,2024-07-26 18:11,부산광역시 사하구 당리동 421-9,35.10197583 ,128.97943714 ,교차로,Y,2025-12-01
8717,2024-07-26 00:26,부산광역시 사하구 당리동 322,35.10354630 ,128.97595956 ,교차로,Y,2025-12-01
8718,2024-07-26 22:34,부산광역시 사하구 하단동 870-25,35.10762824 ,128.96034335 ,교차로,Y,2025-12-01
8719,2024-07-26 08:08,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,보도(인도)위,Y,2025-12-01
8720,2024-07-26 21:05,부산광역시 사하구 괴정동 260-673,35.10097033 ,128.99378320 ,교차로,Y,2025-12-01
8721,2024-07-26 17:34,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8722,2024-07-26 16:38,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8723,2024-07-26 23:14,부산광역시 사하구 괴정동 659,35.09762460 ,128.99043904 ,소방시설 주변,Y,2025-12-01
8724,2024-07-26 14:12,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,소방시설 주변,Y,2025-12-01
8725,2024-07-26 17:53,부산광역시 사하구 괴정동 1238-25,35.09993242 ,128.97730419 ,보도(인도)위,Y,2025-12-01
8726,2024-07-26 21:13,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,횡단보도,Y,2025-12-01
8727,2024-07-26 21:07,부산광역시 사하구 당리동 544-1,35.10742017 ,128.97628876 ,횡단보도,Y,2025-12-01
8728,2024-07-26 21:51,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,횡단보도,Y,2025-12-01
8729,2024-07-26 15:33,부산광역시 사하구 장림동 417-4,35.07408445 ,128.97615679 ,소방시설 주변,Y,2025-12-01
8730,2024-07-26 07:16,부산광역시 사하구 장림동 523-8,35.06938966 ,128.97509772 ,보도(인도)위,Y,2025-12-01
8731,2024-07-26 21:25,부산광역시 사하구 하단동 532,35.10806733 ,128.96803079 ,소방시설 주변,Y,2025-12-01
8732,2024-07-26 19:41,부산광역시 사하구 다대동 93-4,35.06426226 ,128.98519015 ,횡단보도,Y,2025-12-01
8733,2024-07-26 21:09,부산광역시 사하구 신평동 622-13,35.09687049 ,128.95921191 ,교차로,Y,2025-12-01
8734,2024-07-26 15:50,부산광역시 사하구 하단동 516,35.10831907 ,128.96617417 ,보도(인도)위,Y,2025-12-01
8735,2024-07-26 17:32,부산광역시 사하구 하단동 1188,35.09926206 ,128.95834202 ,교차로,Y,2025-12-01
8736,2024-07-26 10:56,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,버스정류장 주변,Y,2025-12-01
8737,2024-07-26 21:33,부산광역시 사하구 괴정동 1084,35.09988738 ,128.97938467 ,소방시설 주변,Y,2025-12-01
8738,2024-07-26 21:28,부산광역시 사하구 괴정동 994-1,35.10108858 ,128.99248392 ,횡단보도,Y,2025-12-01
8739,2024-07-26 17:26,부산광역시 사하구 다대동 산 113-7,35.05896128 ,128.96546297 ,횡단보도,Y,2025-12-01
8740,2024-07-26 23:40,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,보도(인도)위,Y,2025-12-01
8741,2024-07-26 13:43,부산광역시 사하구 괴정동 962-2,35.09836103 ,128.99378982 ,보도(인도)위,Y,2025-12-01
8742,2024-07-26 23:41,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,교차로,Y,2025-12-01
8743,2024-07-26 21:06,부산광역시 사하구 당리동 313-9,35.10487195 ,128.97243514 ,보도(인도)위,Y,2025-12-01
8744,2024-07-26 23:48,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,교차로,Y,2025-12-01
8745,2024-07-26 18:20,부산광역시 사하구 당리동 315,35.10516062 ,128.97397210 ,어린이 보호구역,Y,2025-12-01
8746,2024-07-26 21:08,부산광역시 사하구 당리동 544-1,35.10742017 ,128.97628876 ,횡단보도,Y,2025-12-01
8747,2024-07-26 22:31,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,교차로,Y,2025-12-01
8748,2024-07-25 15:30,부산광역시 사하구 당리동 317-100,35.10370381 ,128.97498191 ,횡단보도,Y,2025-12-01
8749,2024-07-26 08:50,부산광역시 사하구 구평동 472-9,35.05441434 ,128.99503537 ,보도(인도)위,Y,2025-12-01
8750,2024-07-26 19:41,부산광역시 사하구 괴정동 1238-414,35.10402570 ,128.99859206 ,횡단보도,Y,2025-12-01
8751,2024-07-26 23:52,부산광역시 사하구 괴정동 1295,35.09768249 ,128.98021504 ,교차로,Y,2025-12-01
8752,2024-07-26 18:44,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,횡단보도,Y,2025-12-01
8753,2024-07-26 17:38,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
8754,2024-07-26 21:10,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,교차로,Y,2025-12-01
8755,2024-07-26 11:08,부산광역시 사하구 장림동 523-5,35.06911072 ,128.97505461 ,횡단보도,Y,2025-12-01
8756,2024-07-25 10:53,부산광역시 사하구 다대동 681-10,35.05421962 ,128.97123338 ,교차로,Y,2025-12-01
8757,2024-07-25 10:32,부산광역시 사하구 다대동 798-6,35.05561691 ,128.97202076 ,횡단보도,Y,2025-12-01
8758,2024-07-25 09:57,부산광역시 사하구 다대동 1639,35.05687713 ,128.96498799 ,교차로,Y,2025-12-01
8759,2024-07-25 20:01,부산광역시 사하구 다대동 1624,35.05663364 ,128.96564850 ,보도(인도)위,Y,2025-12-01
8760,2024-07-25 10:52,부산광역시 사하구 다대동 680-6,35.05350627 ,128.97259457 ,교차로,Y,2025-12-01
8761,2024-07-25 10:49,부산광역시 사하구 다대동 680-3,35.05507973 ,128.97169813 ,보도(인도)위,Y,2025-12-01
8762,2024-07-25 12:18,부산광역시 사하구 장림동 996,35.07514080 ,128.97613075 ,횡단보도,Y,2025-12-01
8763,2024-07-25 19:52,부산광역시 사하구 다대동 1638,35.05980733 ,128.96537354 ,교차로,Y,2025-12-01
8764,2024-07-25 10:44,부산광역시 사하구 다대동 680-2,35.05509953 ,128.97195506 ,보도(인도)위,Y,2025-12-01
8765,2024-07-25 22:55,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,교차로,Y,2025-12-01
8766,2024-07-27 07:37,부산광역시 사하구 신평동 637,35.09757808 ,128.95838244 ,교차로,Y,2025-12-01
8767,2024-07-27 11:50,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,소방시설 주변,Y,2025-12-01
8768,2024-07-27 10:37,부산광역시 사하구 괴정동 1238-225,35.09735671 ,128.99476187 ,소방시설 주변,Y,2025-12-01
8769,2024-07-27 08:56,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,교차로,Y,2025-12-01
8770,2024-07-25 10:43,부산광역시 사하구 다대동 680-2,35.05509953 ,128.97195506 ,보도(인도)위,Y,2025-12-01
